invoice_id,cust_number,name_customer,Industry_Sector,buisness_year,issue_date,due_in_date,invoice_currency,total_open_amount,clear_date,isOpen,Ground_Truth
1930648342,200744019,TARG foundation,,2020,3/15/20,20200330,USD,52123.3,,1,
2960542647,140104429,COSTCO corp,,2019,4/18/19,20190505,CAD,67034.28,05/09/19 0:00,0,
1930632791,200769623,WAL-MAR systems,Retail,2020,03/10/20,20200325,USD,14994.01,,1,
1930617194,200769623,WAL-MAR llc,Retail,2020,03/06/20,20200321,USD,36.06,,1,
1929313381,200769623,WAL-MAR foundation,Retail,2019,5/15/19,20190530,USD,13112.14,5/28/19 0:00,0,
1929436297,200780383,MEIJ associates,,2019,06/05/19,20190620,USD,19997.78,6/21/19 0:00,0,
1930448984,200759878,SA llc,,2020,1/30/20,20200315,USD,124047.42,03/06/20 0:00,0,
1929855149,200148860,DOLLA llc,,2019,09/10/19,20190925,USD,99386.3,9/25/19 0:00,0,
1929927951,200726979,BJ'S  systems,,2019,9/27/19,20191012,USD,2211.63,10/15/19 0:00,0,
1928838009,200772595,SAFEW corporation,,2019,2/21/19,20190427,USD,2588.65,4/29/19 0:00,0,
1929071770,200772670,ASSOCIAT trust,,2019,04/02/19,20190417,USD,99608.36,4/18/19 0:00,0,
1928977255,200769623,WAL-MAR associates,Retail,2019,3/19/19,20190403,USD,16982.59,04/01/19 0:00,0,
1929540585,200781803,JRD us,,2019,6/25/19,20190715,USD,1721.07,7/15/19 0:00,0,
1929970361,200744019,TARG ,,2019,10/06/19,20191021,USD,13533.21,10/23/19 0:00,0,
1929928863,200769623,WAL-MAR ,Retail,2019,9/29/19,20191014,USD,3225.75,10/15/19 0:00,0,
1929706222,200719839,ASSOCI in,,2019,08/07/19,20191105,USD,1172.53,11/04/19 0:00,0,
1929050378,200794332,COST ,,2019,3/29/19,20190413,USD,32944.47,04/12/19 0:00,0,
1930147567,200761734,H E BUT trust,,2019,11/13/19,20191128,USD,11443.14,11/27/19 0:00,0,
1930389805,200966888,BIRD-I ,,2020,01/10/20,20200120,USD,4884,1/25/20 0:00,0,
1928923101,200782001,GORDO ,,2019,03/07/19,20190322,USD,38182.86,3/26/19 0:00,0,
2960541584,140118168,RONALD co,,2019,4/30/19,20190531,CAD,24960,5/31/19 0:00,0,
1930752243,200418007,AM in,,2020,04/06/20,20200421,USD,25836.19,,1,
1930267709,200331749,SYSC systems,,2019,12/12/19,20191227,USD,17710.21,12/31/19 0:00,0,
1928661972,200418007,AM systems,,2019,1/24/19,20190208,USD,7790.06,2/26/19 0:00,0,
1929581970,200772595,SAFEW us,,2019,07/06/19,20190721,USD,48577.93,7/23/19 0:00,0,
1930768064,200739006,AL foundation,,2020,4/15/20,20200430,USD,4309.05,,1,
1928748491,200769623,WAL-MAR co,Retail,2019,02/06/19,20190221,USD,316.8,2/19/19 0:00,0,
1930789873,100031704,DELHAIZE associates,,2020,4/15/20,20200430,USD,70181.07,,1,
1930705172,200769623,WAL-MAR trust,Retail,2020,3/28/20,20200412,USD,3403.8,,1,
1929640795,200020431,DEC ,,2019,7/19/19,20190723,USD,1867.12,7/24/19 0:00,0,
1930546685,200794332,COST systems,,2020,2/21/20,20200426,USD,1715.7,03/06/20 0:00,0,
1929498900,200900909,SYSCO ,,2019,6/19/19,20190704,USD,31309.71,07/09/19 0:00,0,
1930189164,200705742,DOT associates,,2019,11/25/19,20191229,USD,94490.93,12/10/19 0:00,0,
1930401180,200769623,WAL-MAR systems,Retail,2020,1/15/20,20200130,USD,6663.09,1/27/20 0:00,0,
1928833837,CCCA02,KRAFT  corporation,,2019,2/22/19,20190329,USD,16245.14,3/29/19 0:00,0,
1930476884,200744019,TARG corp,,2020,02/06/20,20200221,USD,46665.92,2/21/20 0:00,0,
1928708954,200744019,TARG llc,,2019,1/31/19,20190215,USD,20463.04,2/19/19 0:00,0,
1929725793,200759878,SA associates,,2019,08/09/19,20190824,USD,26097.25,8/27/19 0:00,0,
1930620634,200744019,TARG systems,,2020,03/10/20,20200514,USD,10665.53,,1,
1929956074,200739534,OK ,,2019,10/02/19,20191017,USD,19190.96,10/18/19 0:00,0,
1929206084,200592182,DECA foundation,,2019,4/25/19,20190426,USD,7642.71,4/25/19 0:00,0,
1929248983,200229974,DARDEN D corp,,2019,05/02/19,20190517,USD,22759.63,5/15/19 0:00,0,
1930208800,200705742,DOT associates,,2019,12/05/19,20191220,USD,1683.46,12/20/19 0:00,0,
1929378721,200803720,DEC llc,,2019,5/25/19,20190526,USD,320.06,5/25/19 0:00,0,
2960544831,140105847,GORDON F llc,,2019,05/01/19,20190512,CAD,33523,5/13/19 0:00,0,
1930410307,200769623,WAL-MAR corp,Retail,2020,1/17/20,20200201,USD,7040.6,02/03/20 0:00,0,
1930272033,200965912,C&S W llc,,2019,12/13/19,20191228,USD,45235.58,12/30/19 0:00,0,
1928557628,200759878,SA ,,2019,01/04/19,20190119,USD,13873.43,1/22/19 0:00,0,
1929209707,200772670,ASSOCIAT ,,2019,4/25/19,20190510,USD,61001.54,5/13/19 0:00,0,
1930558146,200769623,WAL-MAR llc,Retail,2020,2/25/20,20200311,USD,17479.1,03/06/20 0:00,0,
1929871957,200769623,WAL-MAR llc,Retail,2019,9/13/19,20190928,USD,28649.56,9/24/19 0:00,0,
1928598541,200780383,MEIJ us,,2019,01/09/19,20190124,USD,46474.49,1/28/19 0:00,0,
1928556577,200759878,SA foundation,,2019,01/04/19,20190119,USD,14516.79,1/22/19 0:00,0,
1929464440,200769623,WAL-MAR foundation,Retail,2019,06/11/19,20190626,USD,16101.13,6/21/19 0:00,0,
1930135532,200769369,DI ,,2019,11/11/19,20191126,USD,15258.5,11/26/19 0:00,0,
1929961583,200769623,WAL-MAR ,Retail,2019,10/05/19,20191020,USD,69527.13,10/15/19 0:00,0,
1930038380,100043936,PAPA JO in,,2019,10/21/19,20191031,USD,15026.34,10/31/19 0:00,0,
1928559607,200726979,BJ'S  ,,2019,01/04/19,20190119,USD,83081.83,1/22/19 0:00,0,
2960551480,140106293,ATLANT llc,,2019,5/31/19,20190618,CAD,38.22,6/24/19 0:00,0,
1929143274,200794332,COST foundation,,2019,4/16/19,20190501,USD,20557.14,05/01/19 0:00,0,
1929845219,200744019,TARG trust,,2019,09/07/19,20190922,USD,37071.97,10/02/19 0:00,0,
1930154343,200769623,WAL-MAR us,Retail,2019,11/16/19,20191201,USD,13683.15,11/26/19 0:00,0,
1929171854,200900909,SYSCO trust,,2019,4/18/19,20190503,USD,9481.83,05/06/19 0:00,0,
1930559676,200726979,BJ'S  systems,,2020,2/23/20,20200309,USD,344.27,03/09/20 0:00,0,
1929946267,200772670,ASSOCIAT ,,2019,10/03/19,20191018,USD,2254.37,10/18/19 0:00,0,
1928798697,200726979,BJ'S  trust,,2019,2/14/19,20190301,USD,820.4,03/06/19 0:00,0,
1928698560,100031704,DELHAIZE systems,,2019,1/30/19,20190214,USD,17231.53,03/04/19 0:00,0,
1928805869,200782001,GORDO us,,2019,2/20/19,20190307,USD,1591.96,3/13/19 0:00,0,
1930676002,200769623,WAL-MAR ,Retail,2020,3/21/20,20200405,USD,7280.51,,1,
1930410735,200759878,SA us,,2020,1/19/20,20200203,USD,38899.31,02/04/20 0:00,0,
1930123212,200416837,DEC associates,,2019,11/07/19,20191124,USD,4819.24,11/18/19 0:00,0,
1929469272,200936373,SUPE ,,2019,06/11/19,20190626,USD,95073.2,6/27/19 0:00,0,
1929534962,200719300,SYSTEMS co,,2019,6/26/19,20190716,USD,13859.37,7/17/19 0:00,0,
1929024479,200416837,DEC us,,2019,3/25/19,20190323,USD,20857.19,3/25/19 0:00,0,
1930340699,200759878,SA co,,2020,01/02/20,20200117,USD,13768.73,1/21/20 0:00,0,
1929616920,200759878,SA in,,2019,7/13/19,20190728,USD,82605.09,7/29/19 0:00,0,
1991834320,CC6050,HEIN corporation,,2019,11/01/19,20191216,USD,6377.39,11/24/19 0:00,0,
1930517452,200580232,INTERR llc,,2020,02/11/20,20200221,USD,42383.25,2/26/20 0:00,0,
1930585378,200726979,BJ'S  corporation,,2020,03/02/20,20200317,USD,13681.7,,1,
1929932462,200769623,WAL-MAR co,Retail,2019,9/27/19,20191012,USD,1735.16,10/15/19 0:00,0,
1928601558,200555117,BURR corp,,2019,01/11/19,20190126,USD,475.69,1/28/19 0:00,0,
1930161289,200772670,ASSOCIAT associates,,2019,11/16/19,20191201,USD,58990.76,12/04/19 0:00,0,
1930164424,200769623,WAL-MAR corporation,Retail,2019,11/19/19,20191204,USD,12591.43,12/06/19 0:00,0,
1930773419,200706844,WINC associates,,2020,04/07/20,20200422,USD,33947.85,,1,
1929808599,200769623,WAL-MAR corporation,Retail,2019,8/30/19,20190914,USD,48398.85,09/10/19 0:00,0,
1930049347,200769623,WAL-MAR corporation,Retail,2019,10/25/19,20191109,USD,14752.57,11/05/19 0:00,0,
1929011636,100032284,KEURIG co,,2019,3/24/19,20190503,USD,8972.99,8/28/19 0:00,0,
1930767747,200793830,M llc,,2020,04/08/20,20200423,USD,4537.14,,1,
1929034563,200974851,RESTA foundation,,2019,3/26/19,20190410,USD,1686.74,04/10/19 0:00,0,
1930750455,200769623,WAL-MAR foundation,Retail,2020,04/06/20,20200421,USD,14355.96,,1,
1930738904,200769623,WAL-MAR systems,Retail,2020,04/03/20,20200418,USD,367.71,,1,
1930189538,200769623,WAL-MAR corp,Retail,2019,11/25/19,20191210,USD,22096.07,12/05/19 0:00,0,
1991822256,CC6050,HEIN systems,,2019,2/15/19,20190401,USD,14278.48,06/12/19 0:00,0,
1930862467,200769623,WAL-MAR trust,Retail,2020,05/06/20,20200521,USD,56284.77,,1,
1929336201,200769623,WAL-MAR us,Retail,2019,5/18/19,20190602,USD,7000.45,5/29/19 0:00,0,
1929814680,200705742,DOT co,,2019,8/30/19,20191003,USD,48806.26,9/16/19 0:00,0,
1930052782,200704858,WAKE llc,,2019,10/27/19,20191111,USD,29929.01,12/06/19 0:00,0,
1930532180,200794332,COST in,,2020,2/20/20,20200306,USD,6681.26,03/09/20 0:00,0,
1929803068,200792293,UNIFIE trust,,2019,8/28/19,20190912,USD,19170.69,9/13/19 0:00,0,
1930510996,200794332,COST llc,,2020,02/12/20,20200227,USD,98321.98,2/26/20 0:00,0,
1929516466,200781831,RITE associates,,2019,6/19/19,20190704,USD,89474.22,07/05/19 0:00,0,
1930185198,200769623,WAL-MAR ,Retail,2019,11/23/19,20191208,USD,1244.9,12/04/19 0:00,0,
1929346234,200711029,WEGMAN in,,2019,5/19/19,20190603,USD,19496.39,06/03/19 0:00,0,
1929951641,200936373,SUPE associates,,2019,10/01/19,20191016,USD,136.08,10/17/19 0:00,0,
1930582162,200769623,WAL-MAR systems,Retail,2020,2/29/20,20200315,USD,50493.86,,1,
1930802490,200769623,WAL-MAR llc,Retail,2020,4/21/20,20200506,USD,15489.43,,1,
1928594727,100033439,WESTI corporation,,2019,01/11/19,20190121,USD,20367.5,1/18/19 0:00,0,
2960596502,140104340,COLABOR  foundation,,2019,11/27/19,20191209,CAD,58.08,12/12/19 0:00,0,
1991836688,100036060,PANAMEX  corporation,,2020,01/06/20,20200306,USD,24643.72,3/17/20 0:00,0,
1930333198,200794332,COST systems,,2020,01/02/20,20200117,USD,20557.14,1/17/20 0:00,0,
2960540514,140106408,WAL-M co,,2019,04/07/19,20190417,CAD,9536.62,4/25/19 0:00,0,
1930034353,200749782,KROG corp,,2019,10/20/19,20191104,USD,8301.45,11/04/19 0:00,0,
1928600406,200769623,WAL-MAR systems,Retail,2019,01/12/19,20190127,USD,15823.03,1/23/19 0:00,0,
1929050506,200526831,PERISH ,,2019,3/28/19,20190412,USD,134457.26,04/11/19 0:00,0,
1929647276,200418007,AM ,,2019,7/26/19,20190810,USD,3476.52,08/12/19 0:00,0,
1930348025,200779111,NICH corp,,2020,01/03/20,20200118,USD,495.86,1/24/20 0:00,0,
1930036604,200418007,AM llc,,2019,10/21/19,20191105,USD,642.24,11/05/19 0:00,0,
1930201601,200769623,WAL-MAR us,Retail,2019,11/29/19,20191214,USD,16907.57,12/10/19 0:00,0,
1929238578,100031704,DELHAIZE corporation,,2019,05/03/19,20190518,USD,51147.1,5/17/19 0:00,0,
2960617050,140104423,METRO  llc,,2020,2/27/20,20200311,CAD,133113.36,,1,
1930022059,200353024,DECA llc,,2019,10/18/19,20191108,USD,6733.93,11/01/19 0:00,0,
1929576790,200769623,WAL-MAR co,Retail,2019,07/05/19,20190720,USD,44952.8,7/16/19 0:00,0,
1928858925,200353024,DECA corp,,2019,2/26/19,20190311,USD,49.44,03/04/19 0:00,0,
1928892907,200418007,AM llc,,2019,03/04/19,20190508,USD,72721.08,3/25/19 0:00,0,
1929566088,200793568,SUPE trust,,2019,07/01/19,20190716,USD,54073.74,7/17/19 0:00,0,
1929028520,200696090,UNITE in,,2019,3/28/19,20190412,USD,3329.23,04/12/19 0:00,0,
1930432656,200769623,WAL-MAR co,Retail,2020,1/24/20,20200208,USD,2416.07,02/10/20 0:00,0,
1930801417,200726979,BJ'S  systems,,2020,4/19/20,20200504,USD,360.33,,1,
1930560062,200769623,WAL-MAR us,Retail,2020,2/24/20,20200310,USD,3703.19,03/05/20 0:00,0,
1929418393,200769623,WAL-MAR ,Retail,2019,06/02/19,20190617,USD,39293.61,06/12/19 0:00,0,
2960608629,140104409,LOB corporation,,2020,1/20/20,20200130,CAD,56042.28,1/31/20 0:00,0,
1929426630,200769623,WAL-MAR us,Retail,2019,06/05/19,20190620,USD,26666.4,6/17/19 0:00,0,
1930660304,200743996,STATER  llc,,2020,3/16/20,20200520,USD,3826.03,,1,
1930204525,200763814,SYSCO F corp,,2019,11/29/19,20191219,USD,24209.83,12/20/19 0:00,0,
1928678690,200769369,DI systems,,2019,1/25/19,20190209,USD,11523.97,02/11/19 0:00,0,
2960594416,140104429,COSTCO co,,2019,11/19/19,20191207,CAD,92913.93,12/12/19 0:00,0,
1929806622,200794332,COST foundation,,2019,8/30/19,20190914,USD,7884.97,9/13/19 0:00,0,
1930199780,200769623,WAL-MAR corp,Retail,2019,11/28/19,20191213,USD,30162.79,12/09/19 0:00,0,
2960591518,140104340,COLABOR  llc,,2019,11/05/19,20191117,CAD,2155.28,11/14/19 0:00,0,
1930460093,100001196,DOLLAR systems,,2020,02/01/20,20200216,USD,20217.6,2/13/20 0:00,0,
1929193901,200742791,QUI us,,2019,4/24/19,20190509,USD,23150.75,5/13/19 0:00,0,
1928794914,200769623,WAL-MAR in,Retail,2019,2/15/19,20190302,USD,43371.16,2/26/19 0:00,0,
1929738047,100036292,AMY llc,,2019,08/12/19,20190828,USD,17336.04,09/10/19 0:00,0,
1929340338,200769623,WAL-MAR co,Retail,2019,5/18/19,20190602,USD,53750.69,06/04/19 0:00,0,
1930733767,200752302,KROGER trust,,2020,04/02/20,20200417,USD,96674.05,,1,
1928680220,200705742,DOT ,,2019,1/24/19,20190213,USD,113.47,2/13/19 0:00,0,
1929375445,CCCA02,KRAFT  foundation,,2019,06/02/19,20190707,USD,74819.57,08/02/19 0:00,0,
1930058227,200707822,PUBLI systems,,2019,10/28/19,20191112,USD,22990.16,11/12/19 0:00,0,
2960633120,140105686,SYSC llc,,2020,05/06/20,20200518,CAD,61757.57,,1,
1928552950,200762301,C&S WH trust,,2019,01/03/19,20190118,USD,5595.12,1/18/19 0:00,0,
1930742932,200711029,WEGMAN corp,,2020,04/03/20,20200418,USD,14382.22,,1,
1929071019,CCCA02,KRAFT  ,,2019,04/04/19,20190509,USD,1264.16,5/31/19 0:00,0,
1928534990,CCU013,KRAFT F foundation,,2019,01/01/19,20190101,USD,3195.37,03/01/19 0:00,0,
1930245162,200769623,WAL-MAR corp,Retail,2019,12/09/19,20191224,USD,15804.65,12/20/19 0:00,0,
2960622220,CCU001,KRAFT  corporation,,2020,3/20/20,20200427,CAD,25468.67,,1,
1930804924,200769623,WAL-MAR llc,Retail,2020,4/21/20,20200506,USD,35509.95,,1,
1929315413,200704858,WAKE us,,2019,5/14/19,20190529,USD,17520.12,5/29/19 0:00,0,
1928964353,200771157,WEIS systems,,2019,3/15/19,20190519,USD,3490.87,5/20/19 0:00,0,
1930746955,200769623,WAL-MAR associates,Retail,2020,04/05/20,20200420,USD,13512.61,,1,
2960608664,140105847,GORDON F associates,,2020,1/23/20,20200210,CAD,67110.85,02/10/20 0:00,0,
1930048137,200466603,SMITH'S in,,2019,10/23/19,20191107,USD,96922.79,11/07/19 0:00,0,
1929769590,200718130,SYSCO F systems,,2019,8/20/19,20190904,USD,2407.15,09/03/19 0:00,0,
